accession,bioproject,biosample,organism_name,group,environment,intraspecific_name,assembly_level,seq_rel_date,project,ftp_path
GCA_001988815.1,PRJNA279196,SAMN04383572,Bordetella pertussis,Betaproteobacteria,Isolate,H636,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/815/GCA_001988815.1_ASM198881v1
GCA_001988835.1,PRJNA279196,SAMN04383573,Bordetella pertussis,Betaproteobacteria,Isolate,H876,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/835/GCA_001988835.1_ASM198883v1
GCA_001988855.1,PRJNA279196,SAMN04383574,Bordetella pertussis,Betaproteobacteria,Isolate,I093,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/855/GCA_001988855.1_ASM198885v1
GCA_001988875.1,PRJNA279196,SAMN04383575,Bordetella pertussis,Betaproteobacteria,Isolate,J093,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/875/GCA_001988875.1_ASM198887v1
GCA_001988895.1,PRJNA279196,SAMN04383576,Bordetella pertussis,Betaproteobacteria,Isolate,J097,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/895/GCA_001988895.1_ASM198889v1
GCA_001988915.1,PRJNA279196,SAMN04383577,Bordetella pertussis,Betaproteobacteria,Isolate,J099,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/915/GCA_001988915.1_ASM198891v1
GCA_001988995.1,PRJNA279196,SAMN04383578,Bordetella pertussis,Betaproteobacteria,Isolate,J103,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/995/GCA_001988995.1_ASM198899v1
GCA_001989015.1,PRJNA279196,SAMN04383579,Bordetella pertussis,Betaproteobacteria,Isolate,J104,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/015/GCA_001989015.1_ASM198901v1
GCA_001989035.1,PRJNA279196,SAMN04383581,Bordetella pertussis,Betaproteobacteria,Isolate,J120,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/035/GCA_001989035.1_ASM198903v1
GCA_001989055.1,PRJNA279196,SAMN04383582,Bordetella pertussis,Betaproteobacteria,Isolate,J121,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/055/GCA_001989055.1_ASM198905v1
GCA_001989075.1,PRJNA279196,SAMN04383583,Bordetella pertussis,Betaproteobacteria,Isolate,J122,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/075/GCA_001989075.1_ASM198907v1
GCA_001989095.1,PRJNA279196,SAMN04383584,Bordetella pertussis,Betaproteobacteria,Isolate,J124,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/095/GCA_001989095.1_ASM198909v1
GCA_001989115.1,PRJNA279196,SAMN04383585,Bordetella pertussis,Betaproteobacteria,Isolate,J149,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/115/GCA_001989115.1_ASM198911v1
GCA_001989135.1,PRJNA279196,SAMN04383587,Bordetella pertussis,Betaproteobacteria,Isolate,J155,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/135/GCA_001989135.1_ASM198913v1
GCA_001989155.1,PRJNA279196,SAMN04383588,Bordetella pertussis,Betaproteobacteria,Isolate,J159,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/155/GCA_001989155.1_ASM198915v1
GCA_001989175.1,PRJNA279196,SAMN04383589,Bordetella pertussis,Betaproteobacteria,Isolate,J161,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/175/GCA_001989175.1_ASM198917v1
GCA_001989195.1,PRJNA279196,SAMN04383590,Bordetella pertussis,Betaproteobacteria,Isolate,J162,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/195/GCA_001989195.1_ASM198919v1
GCA_001989215.1,PRJNA279196,SAMN04383591,Bordetella pertussis,Betaproteobacteria,Isolate,J174,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/215/GCA_001989215.1_ASM198921v1
GCA_001989235.1,PRJNA279196,SAMN04383593,Bordetella pertussis,Betaproteobacteria,Isolate,J198,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/235/GCA_001989235.1_ASM198923v1
GCA_001989255.1,PRJNA279196,SAMN04383594,Bordetella pertussis,Betaproteobacteria,Isolate,J206,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/255/GCA_001989255.1_ASM198925v1
GCA_001989275.1,PRJNA279196,SAMN04383595,Bordetella pertussis,Betaproteobacteria,Isolate,J208,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/275/GCA_001989275.1_ASM198927v1
GCA_001989295.1,PRJNA279196,SAMN04383596,Bordetella pertussis,Betaproteobacteria,Isolate,J210,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/295/GCA_001989295.1_ASM198929v1
GCA_001989315.1,PRJNA279196,SAMN04383598,Bordetella pertussis,Betaproteobacteria,Isolate,J277,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/315/GCA_001989315.1_ASM198931v1
GCA_001989335.1,PRJNA279196,SAMN04388406,Bordetella pertussis,Betaproteobacteria,Isolate,J096,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/335/GCA_001989335.1_ASM198933v1
GCA_001999825.1,PRJNA289138,SAMN05001933,Burkholderia cenocepacia,Betaproteobacteria,Isolate,VC12802,Complete,2017-02-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/825/GCA_001999825.1_ASM199982v1
GCA_002007585.1,PRJNA342374,SAMN05756084,Burkholderia cenocepacia,Betaproteobacteria,Isolate,CR318,Complete,2017-02-28T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/585/GCA_002007585.1_ASM200758v1
GCA_002018515.1,PRJNA279196,SAMN04383580,Bordetella pertussis,Betaproteobacteria,Isolate,J105,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/018/515/GCA_002018515.1_ASM201851v1
GCA_002021795.1,PRJNA376518,SAMN06434363,Bordetella pertussis,Betaproteobacteria,Isolate,Pelita III,Complete,2017-03-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/795/GCA_002021795.1_ASM202179v1
GCA_002068675.1,PRJNA279196,SAMN04383586,Bordetella pertussis,Betaproteobacteria,Isolate,J152,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/068/675/GCA_002068675.1_ASM206867v1
GCA_002068975.1,PRJNA279196,SAMN04383592,Bordetella pertussis,Betaproteobacteria,Isolate,J175,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/068/975/GCA_002068975.1_ASM206897v1
GCA_002069155.1,PRJNA279196,SAMN04383597,Bordetella pertussis,Betaproteobacteria,Isolate,J276,Complete,2017-02-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/069/155/GCA_002069155.1_ASM206915v1
GCA_002105755.1,PRJNA383253,SAMN06760893,Mycobacterium colombiense CECT 3035,Actinobacteria,Isolate,CECT 3035,Complete,2017-04-24T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/755/GCA_002105755.1_ASM210575v1
GCA_002119665.1,PRJNA385118,SAMN06767129,Bordetella genomosp. 13,Betaproteobacteria,Isolate,AU7206,Complete,2017-05-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/665/GCA_002119665.1_ASM211966v1
GCA_002205315.1,PRJNA383898,SAMN06819206,Achromobacter denitrificans,Betaproteobacteria,Isolate,PR1,Complete,2017-06-22T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/315/GCA_002205315.1_ASM220531v1
GCA_002208705.2,PRJNA231221,SAMN06173318,Mycobacterium avium subsp. paratuberculosis,Actinobacteria,Isolate,FDAARGOS_305,Complete,2017-06-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/705/GCA_002208705.2_ASM220870v2
GCA_002240435.1,PRJNA279196,SAMN07137592,Bordetella pertussis,Betaproteobacteria,Isolate,J078,Complete,2017-08-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/435/GCA_002240435.1_ASM224043v1
GCA_002240475.1,PRJNA279196,SAMN07137591,Bordetella pertussis,Betaproteobacteria,Isolate,H696,Complete,2017-08-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/475/GCA_002240475.1_ASM224047v1
GCA_002240495.1,PRJNA279196,SAMN07137593,Bordetella pertussis,Betaproteobacteria,Isolate,J473,Complete,2017-08-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/495/GCA_002240495.1_ASM224049v1
GCA_002240515.1,PRJNA279196,SAMN07327524,Bordetella pertussis,Betaproteobacteria,Isolate,J625,Complete,2017-08-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/515/GCA_002240515.1_ASM224051v1
GCA_002266435.2,PRJNA397110,SAMN07448754,Bradyrhizobium sp. 2 39S1MB,Alphaproteobacteria,Isolate,39S1MB,Complete,2018-05-16T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/435/GCA_002266435.2_ASM226643v2
GCA_002266465.2,PRJNA397108,SAMN07448748,Bradyrhizobium sp. 3 85S1MB,Alphaproteobacteria,Isolate,85S1MB,Complete,2018-05-16T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/465/GCA_002266465.2_ASM226646v2
GCA_002278135.2,PRJNA397101,SAMN07448707,Bradyrhizobium ottawaense,Alphaproteobacteria,Isolate,OO99,Complete,2018-05-16T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/135/GCA_002278135.2_ASM227813v2
GCA_002285955.1,PRJNA279196,SAMN05583817,Bordetella pertussis,Betaproteobacteria,Isolate,E945,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/955/GCA_002285955.1_ASM228595v1
GCA_002285975.1,PRJNA279196,SAMN05583809,Bordetella pertussis,Betaproteobacteria,Isolate,B226,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/975/GCA_002285975.1_ASM228597v1
GCA_002285995.1,PRJNA279196,SAMN05583815,Bordetella pertussis,Betaproteobacteria,Isolate,E537,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/995/GCA_002285995.1_ASM228599v1
GCA_002286015.1,PRJNA279196,SAMN05583811,Bordetella pertussis,Betaproteobacteria,Isolate,D422,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/015/GCA_002286015.1_ASM228601v1
GCA_002286035.1,PRJNA279196,SAMN05583813,Bordetella pertussis,Betaproteobacteria,Isolate,D735,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/035/GCA_002286035.1_ASM228603v1
GCA_002286055.1,PRJNA279196,SAMN05583810,Bordetella pertussis,Betaproteobacteria,Isolate,C934,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/055/GCA_002286055.1_ASM228605v1
GCA_002286075.1,PRJNA279196,SAMN05583816,Bordetella pertussis,Betaproteobacteria,Isolate,E898,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/075/GCA_002286075.1_ASM228607v1
GCA_002286095.1,PRJNA279196,SAMN05583814,Bordetella pertussis,Betaproteobacteria,Isolate,D799,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/095/GCA_002286095.1_ASM228609v1
GCA_002286115.1,PRJNA279196,SAMN05583812,Bordetella pertussis,Betaproteobacteria,Isolate,D717,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/115/GCA_002286115.1_ASM228611v1
GCA_002286135.1,PRJNA279196,SAMN05583850,Bordetella pertussis,Betaproteobacteria,Isolate,E541,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/135/GCA_002286135.1_ASM228613v1
GCA_002286155.1,PRJNA279196,SAMN05583849,Bordetella pertussis,Betaproteobacteria,Isolate,E025,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/155/GCA_002286155.1_ASM228615v1
GCA_002286175.1,PRJNA279196,SAMN05583848,Bordetella pertussis,Betaproteobacteria,Isolate,D925,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/175/GCA_002286175.1_ASM228617v1
GCA_002286295.1,PRJNA279196,SAMN05716053,Bordetella pertussis,Betaproteobacteria,Isolate,J160,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/295/GCA_002286295.1_ASM228629v1
GCA_002286315.1,PRJNA279196,SAMN05716055,Bordetella pertussis,Betaproteobacteria,Isolate,J209,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/315/GCA_002286315.1_ASM228631v1
GCA_002286335.1,PRJNA279196,SAMN05716054,Bordetella pertussis,Betaproteobacteria,Isolate,J172,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/335/GCA_002286335.1_ASM228633v1
GCA_002286355.1,PRJNA279196,SAMN05716052,Bordetella pertussis,Betaproteobacteria,Isolate,J154,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/355/GCA_002286355.1_ASM228635v1
GCA_002286375.1,PRJNA279196,SAMN05716051,Bordetella pertussis,Betaproteobacteria,Isolate,J153,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/375/GCA_002286375.1_ASM228637v1
GCA_002288285.1,PRJNA397800,SAMN07488776,Sphingobium hydrophobicum,Alphaproteobacteria,Isolate,C1,Complete,2017-09-08T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/285/GCA_002288285.1_ASM228828v1
GCA_002310915.1,PRJNA279196,SAMN05583818,Bordetella pertussis,Betaproteobacteria,Isolate,F013,Complete,2017-09-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/915/GCA_002310915.1_ASM231091v1
GCA_002355275.1,PRJNA403958,SAMN07626873,Rhizorhabdus dicambivorans,Alphaproteobacteria,Isolate,Ndbn-20,Complete,2017-09-25T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/275/GCA_002355275.1_ASM235527v1
GCA_002355335.1,PRJDB4185,SAMD00039968,Variibacter gotjawalensis,Alphaproteobacteria,Isolate,GJW-30,Complete,2015-11-20T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/335/GCA_002355335.1_ASM235533v1
GCA_002442615.1,PRJNA279196,SAMN05751699,Bordetella pertussis,Betaproteobacteria,Isolate,J165,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/615/GCA_002442615.1_ASM244261v1
GCA_002442635.1,PRJNA279196,SAMN05751698,Bordetella pertussis,Betaproteobacteria,Isolate,J226,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/635/GCA_002442635.1_ASM244263v1
GCA_002442655.1,PRJNA279196,SAMN05751696,Bordetella pertussis,Betaproteobacteria,Isolate,J223,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/655/GCA_002442655.1_ASM244265v1
GCA_002442675.1,PRJNA279196,SAMN05751694,Bordetella pertussis,Betaproteobacteria,Isolate,J151,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/675/GCA_002442675.1_ASM244267v1
GCA_002442695.1,PRJNA279196,SAMN05751693,Bordetella pertussis,Betaproteobacteria,Isolate,J109,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/695/GCA_002442695.1_ASM244269v1
GCA_002442715.1,PRJNA279196,SAMN05751692,Bordetella pertussis,Betaproteobacteria,Isolate,J108,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/715/GCA_002442715.1_ASM244271v1
GCA_002442735.1,PRJNA279196,SAMN05751697,Bordetella pertussis,Betaproteobacteria,Isolate,J224,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/735/GCA_002442735.1_ASM244273v1
GCA_002442755.1,PRJNA279196,SAMN05751695,Bordetella pertussis,Betaproteobacteria,Isolate,J222,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/755/GCA_002442755.1_ASM244275v1
GCA_002442775.1,PRJNA279196,SAMN05751700,Bordetella pertussis,Betaproteobacteria,Isolate,J170,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/775/GCA_002442775.1_ASM244277v1
GCA_002442795.1,PRJNA279196,SAMN05751701,Bordetella pertussis,Betaproteobacteria,Isolate,J308,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/795/GCA_002442795.1_ASM244279v1
GCA_002442815.1,PRJNA279196,SAMN05751702,Bordetella pertussis,Betaproteobacteria,Isolate,J310,Complete,2017-10-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/815/GCA_002442815.1_ASM244281v1
GCA_002831585.1,PRJNA420598,SAMN08116651,Bradyrhizobium sp. SK17,Alphaproteobacteria,Isolate,SK17,Complete,2017-12-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/585/GCA_002831585.1_ASM283158v1
GCA_002859205.1,PRJNA279196,SAMN06007542,Bordetella pertussis,Betaproteobacteria,Isolate,J294,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/205/GCA_002859205.1_ASM285920v1
GCA_002859225.1,PRJNA287884,SAMN06124593,Bordetella bronchiseptica,Betaproteobacteria,Isolate,A310,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/225/GCA_002859225.1_ASM285922v1
GCA_002859565.1,PRJNA279196,SAMN05948795,Bordetella pertussis,Betaproteobacteria,Isolate,I384,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/565/GCA_002859565.1_ASM285956v1
GCA_002859585.1,PRJNA279196,SAMN05948796,Bordetella pertussis,Betaproteobacteria,Isolate,I385,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/585/GCA_002859585.1_ASM285958v1
GCA_002859605.1,PRJNA279196,SAMN05948797,Bordetella pertussis,Betaproteobacteria,Isolate,J074,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/605/GCA_002859605.1_ASM285960v1
GCA_002859625.1,PRJNA279196,SAMN05948798,Bordetella pertussis,Betaproteobacteria,Isolate,J081,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/625/GCA_002859625.1_ASM285962v1
GCA_002859645.1,PRJNA279196,SAMN05716050,Bordetella pertussis,Betaproteobacteria,Isolate,J148,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/645/GCA_002859645.1_ASM285964v1
GCA_002859665.1,PRJNA279196,SAMN05950788,Bordetella pertussis,Betaproteobacteria,Isolate,J173,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/665/GCA_002859665.1_ASM285966v1
GCA_002859685.1,PRJNA279196,SAMN05950790,Bordetella pertussis,Betaproteobacteria,Isolate,J203,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/685/GCA_002859685.1_ASM285968v1
GCA_002859705.1,PRJNA279196,SAMN05716056,Bordetella pertussis,Betaproteobacteria,Isolate,J230,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/705/GCA_002859705.1_ASM285970v1
GCA_002859725.1,PRJNA279196,SAMN05950791,Bordetella pertussis,Betaproteobacteria,Isolate,J295,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/725/GCA_002859725.1_ASM285972v1
GCA_002859745.1,PRJNA279196,SAMN06007540,Bordetella pertussis,Betaproteobacteria,Isolate,J094,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/745/GCA_002859745.1_ASM285974v1
GCA_002859765.1,PRJNA279196,SAMN06007541,Bordetella pertussis,Betaproteobacteria,Isolate,J207,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/765/GCA_002859765.1_ASM285976v1
GCA_002859785.1,PRJNA279196,SAMN06007543,Bordetella pertussis,Betaproteobacteria,Isolate,J304,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/785/GCA_002859785.1_ASM285978v1
GCA_002859805.1,PRJNA279196,SAMN06007544,Bordetella pertussis,Betaproteobacteria,Isolate,J306,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/805/GCA_002859805.1_ASM285980v1
GCA_002859825.1,PRJNA279196,SAMN06007545,Bordetella pertussis,Betaproteobacteria,Isolate,J313,Complete,2018-01-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/825/GCA_002859825.1_ASM285982v1
GCA_002892665.1,PRJNA279196,SAMN03464282,Bordetella pertussis,Betaproteobacteria,Isolate,J199,Complete,2018-01-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/665/GCA_002892665.1_ASM289266v1
GCA_002892685.1,PRJNA279196,SAMN03877223,Bordetella pertussis,Betaproteobacteria,Isolate,J014,Complete,2018-01-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/685/GCA_002892685.1_ASM289268v1
GCA_002892705.1,PRJNA279196,SAMN04383603,Bordetella pertussis,Betaproteobacteria,Isolate,J365,Complete,2018-01-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/705/GCA_002892705.1_ASM289270v1
GCA_002892725.1,PRJNA279196,SAMN05333714,Bordetella pertussis,Betaproteobacteria,Isolate,J043,Complete,2018-01-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/725/GCA_002892725.1_ASM289272v1
GCA_002892745.1,PRJNA279196,SAMN05333713,Bordetella pertussis,Betaproteobacteria,Isolate,J042,Complete,2018-01-19T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/745/GCA_002892745.1_ASM289274v1
GCA_002902965.1,PRJNA400792,SAMN07573571,Paraburkholderia hospita,Betaproteobacteria,Isolate,DSM 17164,Complete,2018-01-29T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/965/GCA_002902965.1_ASM290296v1
GCA_002951195.1,PRJNA231221,SAMN03996272,Pandoraea apista,Betaproteobacteria,Isolate,FDAARGOS_126,Complete,2018-02-20T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/195/GCA_002951195.1_ASM295119v1
GCA_002966795.1,PRJNA400855,SAMN07581413,Achromobacter spanius,Betaproteobacteria,Isolate,MYb73,Complete,2018-03-02T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/795/GCA_002966795.1_ASM296679v1
GCA_003058465.1,PRJNA449597,SAMN08912484,Bordetella sp. HZ20,Betaproteobacteria,Isolate,HZ20,Complete,2018-04-22T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/465/GCA_003058465.1_ASM305846v1
GCA_003076415.1,PRJNA384579,SAMN06842015,Burkholderia cenocepacia,Betaproteobacteria,Isolate,PC184 Mulks,Complete,2018-05-01T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/076/415/GCA_003076415.1_ASM307641v1
GCA_003183845.1,PRJNA471208,SAMN09205184,Bradyrhizobium diazoefficiens,Alphaproteobacteria,Isolate,XF7,Complete,2018-06-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/183/845/GCA_003183845.1_ASM318384v1
