accession,name,ncbi_group,group,strain,biosample,bioproject,study,source,reference,status,size,gc,replicons,wgs,scaffolds,CDS,release_date,genbank_ftp,refseq_ftp
GCA_002292475.1,Mycobacterium avium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,FLAC0216,SAMN07528791,PRJna315990,mycobacterium abcessus complex genome sequencing,human_associated,Caverly et al. 2016 genome announc,Contig,5.21575,69.2,,NSFB01,65,4763,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/292/475/GCA_002292475.1_ASM229247v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/292/475/GCF_002292475.1_ASM229247v1
GCA_002292745.1,Mycobacterium avium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,FLAC0376,SAMN07528798,PRJna315990,mycobacterium abcessus complex genome sequencing,human_associated,Caverly et al. 2016 genome announc,Contig,5.61457,68.8,,NSEU01,149,5089,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/292/745/GCA_002292745.1_ASM229274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/292/745/GCF_002292745.1_ASM229274v1
GCA_002292785.1,Mycobacterium avium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,FLAC0130,SAMN07528782,PRJna315990,mycobacterium abcessus complex genome sequencing,human_associated,Caverly et al. 2016 genome announc,Contig,5.21347,69.2,,NSFI01,63,4758,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/292/785/GCA_002292785.1_ASM229278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/292/785/GCF_002292785.1_ASM229278v1
GCA_003640565.1,Mycobacterium avium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,HJW,SAMN08892076,PRJna449244,isolate,isolate,na,Complete,4.96184,69.3,chromosome:NZ_CP028731.1/CP028731.1,,1,4454,2018-10-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/565/GCA_003640565.1_ASM364056v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/565/GCF_003640565.1_ASM364056v1
GCA_000504745.1,Mycobacterium avium 05-4293,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,May-93,SAMN02470578,PRJna216942,environmental isolate,isolate,Bannantine et al. 2014,Contig,5.15605,69.2,,AYLW01,190,4412,2013-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/745/GCA_000504745.1_MAA_4293_version_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/745/GCF_000504745.1_MAA_4293_version_1
GCA_000504925.1,Mycobacterium avium 09-5983,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Sep-83,SAMN02470585,PRJna216940,whitetail deer strain,animal_associated,na,Contig,5.16726,68.9,,AYNP01,1113,4019,2013-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/925/GCA_000504925.1_MAC_5983,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/925/GCF_000504925.1_MAC_5983
GCA_000512435.1,Mycobacterium avium 10-5560,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Oct-60,SAMN02470588,PRJna216938,pig strain,animal_associated,na,Contig,4.84342,68.7,,AYNS01,1819,4414,2013-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/435/GCA_000512435.1_MAC_5560_version_1,
GCA_000014985.1,Mycobacterium avium 104,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,104,SAMN02603981,PRJna88,AIDS patients,human_associated,na,Complete,5.47549,69,chromosome:NC_008595.1/CP000479.1,,1,4894,2006-11-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/985/GCA_000014985.1_ASM1498v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/985/GCF_000014985.1_ASM1498v1
GCA_000504905.1,Mycobacterium avium 11-0986,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,11-0986,SAMN02470581,PRJna216929,whitetail deer strain,animal_associated,na,Contig,4.6808,68.8,,AYNZ01,1811,4173,2013-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/905/GCA_000504905.1_MAC_0986_version_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/905/GCF_000504905.1_MAC_0986_version_1
GCA_000523655.1,Mycobacterium avium MAV_061107_1842,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAV_061107_1842,SAMN02641621,PRJna203573,nontb sequencing,human_associated,na,Contig,5.32095,69.1,,JAOQ01,16,4698,2014-01-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/523/655/GCA_000523655.1_ASM52365v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/655/GCF_000523655.1_ASM52365v1
GCA_000504945.1,Mycobacterium avium subsp. avium 10-9275,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Oct-75,SAMN02470595,PRJna216924,redtail hawk strain,animal_associated,na,Contig,4.79458,69.1,,AYNY01,886,4046,2013-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/945/GCA_000504945.1_MAA_9275,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/945/GCF_000504945.1_MAA_9275
GCA_000505015.1,Mycobacterium avium subsp. avium 11-4751,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Nov-51,SAMN02470596,PRJna216926,duck strain,animal_associated,na,Contig,4.83538,69.2,,AYOB01,577,3821,2013-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/015/GCA_000505015.1_MAA_4751_version_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/505/015/GCF_000505015.1_MAA_4751_version_1
GCA_000174035.1,Mycobacterium avium subsp. avium ATCC 25291,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,ATCC 25291,SAMN02470543,PRJna30909,hen liver ,animal_associated,na,Contig,4.85799,69.2,,ACFI01,258,4293,2009-01-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/035/GCA_000174035.1_ASM17403v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/035/GCF_000174035.1_ASM17403v1
GCA_000240485.2,Mycobacterium avium subsp. avium DT 78,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,DT 78,SAMN02472015,PRJna72221,water buffalo ileum,animal_associated,Hsu et al. 2011,Contig,4.95983,69.2,,AGAP01,1201,4638,2011-12-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/485/GCA_000240485.2_ASM24048v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/485/GCF_000240485.1_ASM24048v2
GCA_001583545.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-10091-06,SAMN04208087,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.15839,69.2,,LnaV01,170,4559,2016-03-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/583/545/GCA_001583545.1_ASM158354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/545/GCF_001583545.1_ASM158354v1
GCA_001609865.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-9060-06,SAMN04226693,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.34201,69.1,,LNBF01,187,4724,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/609/865/GCA_001609865.1_ASM160986v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/865/GCF_001609865.1_ASM160986v1
GCA_001609895.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAHP-10058-06,SAMN04226718,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.2849,69.2,,LNBG01,370,4651,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/609/895/GCA_001609895.1_ASM160989v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/895/GCF_001609895.1_ASM160989v1
GCA_001609905.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-8933-06,SAMN04226719,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.32101,69.1,,LNBH01,201,4684,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/609/905/GCA_001609905.1_ASM160990v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/905/GCF_001609905.1_ASM160990v1
GCA_001609925.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-10203-06,SAMN04226721,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.29412,69.1,,LNBI01,266,4656,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/609/925/GCA_001609925.1_ASM160992v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/925/GCF_001609925.1_ASM160992v1
GCA_001609945.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-3044,SAMN04226726,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.3668,69.1,,LNBK01,340,4674,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/609/945/GCA_001609945.1_ASM160994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/945/GCF_001609945.1_ASM160994v1
GCA_001609975.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-2514,SAMN04226724,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.28335,69.1,,LNBJ01,219,4615,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/609/975/GCA_001609975.1_ASM160997v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/975/GCF_001609975.1_ASM160997v1
GCA_001610005.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-589-08,SAMN04226728,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.71408,68.7,,LNBM01,233,5049,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/005/GCA_001610005.1_ASM161000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/005/GCF_001610005.1_ASM161000v1
GCA_001610035.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-772-08,SAMN04226732,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.21457,69.2,,LNBO01,171,4661,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/035/GCA_001610035.1_ASM161003v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/035/GCF_001610035.1_ASM161003v1
GCA_001610055.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-2014-08,SAMN04226733,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.69713,68.8,,LNBP01,241,5044,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/055/GCA_001610055.1_ASM161005v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/055/GCF_001610055.1_ASM161005v1
GCA_001610065.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-709-08,SAMN04226729,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.07889,69.2,,LNBN01,178,4521,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/065/GCA_001610065.1_ASM161006v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/065/GCF_001610065.1_ASM161006v1
GCA_001610105.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-3449-08,SAMN04226738,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.18089,69.1,,LNBQ01,195,4600,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/105/GCA_001610105.1_ASM161010v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/105/GCF_001610105.1_ASM161010v1
GCA_001610135.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-7673-04,SAMN04226741,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.11453,69.2,,LNBT01,155,4581,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/135/GCA_001610135.1_ASM161013v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/135/GCF_001610135.1_ASM161013v1
GCA_001610165.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-P-11082-03,SAMN04229396,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.15233,69.2,,LnaW01,168,4594,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/165/GCA_001610165.1_ASM161016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/165/GCF_001610165.1_ASM161016v1
GCA_001610185.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-82-7,SAMN04229397,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.20324,69.1,,LnaF01,167,4667,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/185/GCA_001610185.1_ASM161018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/185/GCF_001610185.1_ASM161018v1
GCA_001610215.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-83-1,SAMN04229399,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.30978,69,,LnaG01,214,4778,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/215/GCA_001610215.1_ASM161021v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/215/GCF_001610215.1_ASM161021v1
GCA_001610235.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-88-1,SAMN04229400,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.34901,69,,LMVR01,243,4806,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/235/GCA_001610235.1_ASM161023v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/235/GCF_001610235.1_ASM161023v1
GCA_001610245.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-89-1,SAMN04229401,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.09063,69.2,,LMVS01,198,4573,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/245/GCA_001610245.1_ASM161024v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/245/GCF_001610245.1_ASM161024v1
GCA_001610265.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAHE-22-1,SAMN04229402,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.13798,69.2,,LMVT01,597,4503,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/265/GCA_001610265.1_ASM161026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/265/GCF_001610265.1_ASM161026v1
GCA_001610285.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-57-3,SAMN04229403,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.34023,69,,LMVU01,180,4748,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/285/GCA_001610285.1_ASM161028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/285/GCF_001610285.1_ASM161028v1
GCA_001610315.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-61-1t,SAMN04229404,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.05014,69.3,,LnaH01,175,4551,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/315/GCA_001610315.1_ASM161031v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/315/GCF_001610315.1_ASM161031v1
GCA_001610335.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-61-1y,SAMN04229405,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.05769,69.3,,LnaI01,181,4558,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/335/GCA_001610335.1_ASM161033v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/335/GCF_001610335.1_ASM161033v1
GCA_001610355.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-96-2,SAMN04229408,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.14557,69.2,,LMVW01,207,4627,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/355/GCA_001610355.1_ASM161035v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/355/GCF_001610355.1_ASM161035v1
GCA_001610375.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-63-1,SAMN04229407,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.03617,69.2,,LMVV01,143,4551,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/375/GCA_001610375.1_ASM161037v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/375/GCF_001610375.1_ASM161037v1
GCA_001610395.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-104-1,SAMN04229410,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.17713,69.2,,LMVY01,155,4700,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/395/GCA_001610395.1_ASM161039v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/395/GCF_001610395.1_ASM161039v1
GCA_001610405.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-101-6,SAMN04229409,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.12058,69.2,,LMVX01,238,4596,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/405/GCA_001610405.1_ASM161040v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/405/GCF_001610405.1_ASM161040v1
GCA_001610445.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-149-3,SAMN04229486,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.39912,68.7,,LnaY01,851,4698,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/445/GCA_001610445.1_ASM161044v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/445/GCF_001610445.1_ASM161044v1
GCA_001610465.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-149-7,SAMN04229487,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.22106,68.6,,LnaZ01,941,4580,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/465/GCA_001610465.1_ASM161046v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/465/GCF_001610465.1_ASM161046v1
GCA_001610475.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAHP-04-13,SAMN04229488,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.9343,68.7,,LNBA01,762,5061,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/475/GCA_001610475.1_ASM161047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/475/GCF_001610475.1_ASM161047v1
GCA_001610515.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-118,SAMN04229413,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Scaffold,5.47902,68.3,,LnaX01,1232,4696,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/515/GCA_001610515.1_ASM161051v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/515/GCF_001610515.1_ASM161051v1
GCA_001610525.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-108,SAMN04229412,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.1227,69.2,,LMWA01,282,4570,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/525/GCA_001610525.1_ASM161052v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/525/GCF_001610525.1_ASM161052v1
GCA_001610545.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-106,SAMN04229411,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.1117,69.1,,LMVZ01,185,4614,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/545/GCA_001610545.1_ASM161054v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/545/GCF_001610545.1_ASM161054v1
GCA_001610565.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAH-E-149-2,SAMN04229415,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.27194,69,,LnaJ01,205,4724,2016-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/565/GCA_001610565.1_ASM161056v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/565/GCF_001610565.1_ASM161056v1
GCA_001956335.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,E-128,SAMN04566723,PRJna299461,Mycobacterium avium subsp. hominissuis genome sequencing,human_associated,Shoulah et al. 2018 plasmid,Contig,5.21089,69.1,,LVCS01,499,4749,2017-01-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/335/GCA_001956335.1_ASM195633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/335/GCF_001956335.1_ASM195633v1
GCA_002089135.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,DH-2,SAMD00076681,PRJDB502,isolate,human_associated,Uchiya et al. 2017,Contig,4.98147,69.3,,BDMW01,308,4469,2017-03-31T20:58:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/089/135/GCA_002089135.1_ASM208913v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/089/135/GCF_002089135.1_ASM208913v1
GCA_002089315.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,IH-068,SAMD00076657,PRJDB502,isolate,human_associated,Uchiya et al. 2017,Contig,5.21458,69.1,,BDNF01,287,4779,2017-03-31T21:06:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/089/315/GCA_002089315.1_ASM208931v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/089/315/GCF_002089315.1_ASM208931v1
