>2582580538_2582678739,ME16806DRAFT_00697
>GCA_003221475.1_JGOBBEGA_02160,Protocatechuate
>GCA_003221475.1_JGOBBEGA_02161,Alpha-ketoglutarate-dependent
>GCA_003221475.1_JGOBBEGA_02162,4-nitrophenol
>GCA_003221475.1_JGOBBEGA_02163,hypothetical
>GCA_003221475.1_JGOBBEGA_02164,putative
>GCA_003221475.1_JGOBBEGA_03202,hypothetical
>GCA_003221475.1_JGOBBEGA_03203,hypothetical
>GCA_003221475.1_JGOBBEGA_03204,Multidrug
>GCA_003221475.1_JGOBBEGA_03205,Alpha-ketoglutarate-dependent
>GCA_003221475.1_JGOBBEGA_03206,Sulfoxide
>GCA_003221475.1_JGOBBEGA_03207,hypothetical
>GCA_003221475.1_JGOBBEGA_03208,hypothetical
>GCA_003221495.1_NMIJANOC_01163,DNA
>GCA_003221495.1_NMIJANOC_01164,hypothetical
>GCA_003221495.1_NMIJANOC_01165,F420-dependent
>GCA_003221495.1_NMIJANOC_01166,Alpha-ketoglutarate-dependent
>GCA_003221495.1_NMIJANOC_01167,(S)-1-Phenylethanol
>GCA_003221495.1_NMIJANOC_01168,Acetyl-CoA:oxalate
>GCA_003221495.1_NMIJANOC_01169,3-hydroxyanthranilate
>GCA_003221495.1_NMIJANOC_03146,hypothetical
>GCA_003221495.1_NMIJANOC_03147,hypothetical
>GCA_003221495.1_NMIJANOC_03148,hypothetical
>GCA_003221495.1_NMIJANOC_03149,Alpha-ketoglutarate-dependent
>GCA_003221495.1_NMIJANOC_03150,hypothetical
>GCA_003221495.1_NMIJANOC_03151,4-methylaminobutanoate
>GCA_003221495.1_NMIJANOC_03152,hypothetical
>GCA_003221495.1_NMIJANOC_05369,3-oxoacyl-[acyl-carrier-protein]
>GCA_003221495.1_NMIJANOC_05370,putative
>GCA_003221495.1_NMIJANOC_05371,hypothetical
>GCA_003221495.1_NMIJANOC_05372,Alpha-ketoglutarate-dependent
>GCA_003221495.1_NMIJANOC_05373,NADH
>GCA_003221495.1_NMIJANOC_05374,hypothetical
>GCA_003221495.1_NMIJANOC_05375,Alkanesulfonate
>GCA_003221515.1_EPDJHNMA_01027,Orotate
>GCA_003221515.1_EPDJHNMA_01028,Orotidine
>GCA_003221515.1_EPDJHNMA_01029,Carbamoyl-phosphate
>GCA_003221515.1_EPDJHNMA_01030,Alpha-ketoglutarate-dependent
>GCA_003221515.1_EPDJHNMA_01031,NADH
>GCA_003221515.1_EPDJHNMA_01032,Inositol
>GCA_003221515.1_EPDJHNMA_01033,hypothetical
>GCA_003221575.1_MDLNOBHI_03029,Glutathione
>GCA_003221575.1_MDLNOBHI_03030,Putative
>GCA_003221575.1_MDLNOBHI_03031,2-iminobutanoate/2-iminopropanoate
>GCA_003221575.1_MDLNOBHI_03032,Alpha-ketoglutarate-dependent
>GCA_003221575.1_MDLNOBHI_03033,Haloalkane
>GCA_003221575.1_MDLNOBHI_03034,hypothetical
>GCA_003221575.1_MDLNOBHI_03035,hypothetical
>GCA_003221575.1_MDLNOBHI_03420,hypothetical
>GCA_003221575.1_MDLNOBHI_03421,hypothetical
>GCA_003221575.1_MDLNOBHI_03422,NADH
>GCA_003221575.1_MDLNOBHI_03423,Alpha-ketoglutarate-dependent
>GCA_003221575.1_MDLNOBHI_03424,Transcriptional
>GCA_003221575.1_MDLNOBHI_03425,p-hydroxybenzoic
>GCA_003221575.1_MDLNOBHI_03426,Multidrug
>GCA_003221595.1_FLFMFPKJ_01786,hypothetical
>GCA_003221595.1_FLFMFPKJ_01787,Acetolactate
>GCA_003221595.1_FLFMFPKJ_01788,hypothetical
>GCA_003221595.1_FLFMFPKJ_01789,Alpha-ketoglutarate-dependent
>GCA_003221595.1_FLFMFPKJ_01790,hypothetical
>GCA_003221595.1_FLFMFPKJ_01791,Short-chain-enoyl-CoA
>GCA_003221595.1_FLFMFPKJ_01792,hypothetical
>GCA_003221595.1_FLFMFPKJ_04314,Sensor
>GCA_003221595.1_FLFMFPKJ_04315,Sensor
>GCA_003221595.1_FLFMFPKJ_04316,Flavin-dependent
>GCA_003221595.1_FLFMFPKJ_04317,Alpha-ketoglutarate-dependent
>GCA_003221595.1_FLFMFPKJ_04318,hypothetical
>GCA_003221595.1_FLFMFPKJ_04319,hypothetical
>GCA_003221595.1_FLFMFPKJ_04320,hypothetical
>GCA_003221615.1_MOGFDOMA_02256,hypothetical
>GCA_003221615.1_MOGFDOMA_02257,Adenosylcobalamin/alpha-ribazole
>GCA_003221615.1_MOGFDOMA_02258,hypothetical
>GCA_003221615.1_MOGFDOMA_02259,Alpha-ketoglutarate-dependent
>GCA_003221615.1_MOGFDOMA_02260,hypothetical
>GCA_003221615.1_MOGFDOMA_02261,Sensor
>GCA_003221615.1_MOGFDOMA_02262,F420-dependent
>GCA_003221615.1_MOGFDOMA_05408,hypothetical
>GCA_003221615.1_MOGFDOMA_05409,Phenoxybenzoate
>GCA_003221615.1_MOGFDOMA_05410,Flavin-dependent
>GCA_003221615.1_MOGFDOMA_05411,Alpha-ketoglutarate-dependent
>GCA_003221615.1_MOGFDOMA_05412,Acetophenone
>GCA_003221615.1_MOGFDOMA_05413,hypothetical
>GCA_003221615.1_MOGFDOMA_05414,hypothetical
>GCA_003221615.1_MOGFDOMA_05771,Acetoin:2,6-dichlorophenolindophenol
>GCA_003221615.1_MOGFDOMA_05772,Peroxiredoxin
>GCA_003221615.1_MOGFDOMA_05773,Haloalkane
>GCA_003221615.1_MOGFDOMA_05774,Alpha-ketoglutarate-dependent
>GCA_003221615.1_MOGFDOMA_05775,ABC
>GCA_003221615.1_MOGFDOMA_05776,hypothetical
>GCA_003221615.1_MOGFDOMA_05777,Multidrug
>GCA_003242685.1_NGFDDIHC_00189,Acetyl-coenzyme
>GCA_003242685.1_NGFDDIHC_00190,Transcriptional
>GCA_003242685.1_NGFDDIHC_00191,4-hydroxybenzoate
>GCA_003242685.1_NGFDDIHC_00192,Alpha-ketoglutarate-dependent
>GCA_003242685.1_NGFDDIHC_00193,2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic
>GCA_003242685.1_NGFDDIHC_00194,hypothetical
>GCA_003242685.1_NGFDDIHC_00195,hypothetical
>GCA_003242685.1_NGFDDIHC_01864,Fumarate
>GCA_003242685.1_NGFDDIHC_01865,Outer
>GCA_003242685.1_NGFDDIHC_01866,putative
>GCA_003242685.1_NGFDDIHC_01867,Alpha-ketoglutarate-dependent
>GCA_003242685.1_NGFDDIHC_01868,Vitamin
>GCA_003242685.1_NGFDDIHC_01869,hypothetical
>GCA_003242685.1_NGFDDIHC_01870,hypothetical
>GCA_003246155.1_NCPJKNGN_00513,hypothetical
>GCA_003246155.1_NCPJKNGN_00514,Magnesium
>GCA_003246155.1_NCPJKNGN_00515,Protein-methionine-sulfoxide
>GCA_003246155.1_NCPJKNGN_00516,Alpha-ketoglutarate-dependent
>GCA_003246155.1_NCPJKNGN_00517,hypothetical
>GCA_003246155.1_NCPJKNGN_00518,putative
>GCA_003246155.1_NCPJKNGN_00519,1-deoxy-D-xylulose-5-phosphate
>GCA_003247695.1_APPKNPPO_00195,Lipid
>GCA_003247695.1_APPKNPPO_00196,hypothetical
>GCA_003247695.1_APPKNPPO_00197,Cell
>GCA_003247695.1_APPKNPPO_00198,Alpha-ketoglutarate-dependent
>GCA_003247695.1_APPKNPPO_00200,hypothetical
>GCA_003247695.1_APPKNPPO_00201,hypothetical
>GCA_003247695.1_APPKNPPO_00202,4-sulfomuconolactone
>GCA_003247695.1_APPKNPPO_01553,hypothetical
>GCA_003247695.1_APPKNPPO_01554,Allantoate
>GCA_003247695.1_APPKNPPO_01555,hypothetical
>GCA_003247695.1_APPKNPPO_01556,Alpha-ketoglutarate-dependent
>GCA_003247695.1_APPKNPPO_01557,hypothetical
>GCA_003247695.1_APPKNPPO_01558,hypothetical
>GCA_003247695.1_APPKNPPO_01559,Glutaredoxin
>GCA_003250535.1_PPOLGANP_01789,DNA
>GCA_003250535.1_PPOLGANP_01790,GTPase
>GCA_003250535.1_PPOLGANP_01791,hypothetical
>GCA_003250535.1_PPOLGANP_01792,Alpha-ketoglutarate-dependent
>GCA_003250535.1_PPOLGANP_01793,Tryptophan
>GCA_003250535.1_PPOLGANP_01794,hypothetical
>GCA_003250535.1_PPOLGANP_01795,hypothetical
>GCA_003253405.1_CHPKENMB_04528,hypothetical
>GCA_003253405.1_CHPKENMB_04529,(S)-2-haloacid
>GCA_003253405.1_CHPKENMB_04530,Putative
>GCA_003253405.1_CHPKENMB_04531,Alpha-ketoglutarate-dependent
>GCA_003253405.1_CHPKENMB_04532,HTH-type
>GCA_003253405.1_CHPKENMB_04533,Oxamate
>GCA_003253405.1_CHPKENMB_04534,Phenoxybenzoate
>GCA_003253705.1_DFDIAGMC_04193,putative
>GCA_003253705.1_DFDIAGMC_04194,hypothetical
>GCA_003253705.1_DFDIAGMC_04195,putative
>GCA_003253705.1_DFDIAGMC_04196,Alpha-ketoglutarate-dependent
>GCA_003253705.1_DFDIAGMC_04197,Limonene
>GCA_003253705.1_DFDIAGMC_04199,O-succinylhomoserine
>GCA_003253705.1_DFDIAGMC_04200,Homoserine/homoserine
>GCA_003258945.1_IDPONODE_00284,Sensor
>GCA_003258945.1_IDPONODE_00285,Endonuclease
>GCA_003258945.1_IDPONODE_00286,hypothetical
>GCA_003258945.1_IDPONODE_00287,Alpha-ketoglutarate-dependent
>GCA_003258945.1_IDPONODE_00288,IS5
>GCA_003258945.1_IDPONODE_00289,IS5
>GCA_003258945.1_IDPONODE_00290,hypothetical
>GCA_003258945.1_IDPONODE_00298,DNA
>GCA_003258945.1_IDPONODE_00299,hypothetical
>GCA_003258945.1_IDPONODE_00300,Ferrichrome
>GCA_003258945.1_IDPONODE_00301,Alpha-ketoglutarate-dependent
>GCA_003258945.1_IDPONODE_00302,hypothetical
>GCA_003258945.1_IDPONODE_00303,hypothetical
>GCA_003258945.1_IDPONODE_00304,hypothetical
>GCA_003258945.1_IDPONODE_04470,hypothetical
>GCA_003258945.1_IDPONODE_04471,hypothetical
>GCA_003258945.1_IDPONODE_04472,Ectoine
>GCA_003258945.1_IDPONODE_04473,Alpha-ketoglutarate-dependent
>GCA_003258945.1_IDPONODE_04474,Alpha-ketoglutarate-dependent
>GCA_003258945.1_IDPONODE_04475,Alcohol
>GCA_003258945.1_IDPONODE_04476,hypothetical
>GCA_003258945.1_IDPONODE_04477,hypothetical
>GCA_003318275.1_KBABJKPF_02055,Riboflavin
>GCA_003318275.1_KBABJKPF_02056,hypothetical
>GCA_003318275.1_KBABJKPF_02057,2,5-dihydroxypyridine
>GCA_003318275.1_KBABJKPF_02058,Alpha-ketoglutarate-dependent
>GCA_003318275.1_KBABJKPF_02059,hypothetical
>GCA_003318275.1_KBABJKPF_02060,hypothetical
>GCA_003318275.1_KBABJKPF_02061,hypothetical
>GCA_003337555.1_FHLJIJGM_06138,hypothetical
>GCA_003337555.1_FHLJIJGM_06139,hypothetical
>GCA_003337555.1_FHLJIJGM_06140,hypothetical
>GCA_003337555.1_FHLJIJGM_06141,Alpha-ketoglutarate-dependent
>GCA_003337555.1_FHLJIJGM_06142,Glycerol
>GCA_003337555.1_FHLJIJGM_06143,Lactate-binding
>GCA_003337555.1_FHLJIJGM_06144,hypothetical
>GCA_003352165.1_IIHLEOPG_00827,putative
>GCA_003352165.1_IIHLEOPG_00828,hypothetical
>GCA_003352165.1_IIHLEOPG_00830,hypothetical
>GCA_003352165.1_IIHLEOPG_00831,Alpha-ketoglutarate-dependent
>GCA_003352165.1_IIHLEOPG_00832,hypothetical
>GCA_003352165.1_IIHLEOPG_00833,hypothetical
>GCA_003352165.1_IIHLEOPG_00834,hypothetical
>GCA_003444075.1_KOMCKLKP_01762,hypothetical
>GCA_003444075.1_KOMCKLKP_01763,hypothetical
>GCA_003444075.1_KOMCKLKP_01764,Protein
>GCA_003444075.1_KOMCKLKP_01765,Alpha-ketoglutarate-dependent
>GCA_003444075.1_KOMCKLKP_01766,hypothetical
>GCA_003444075.1_KOMCKLKP_01767,hypothetical
>GCA_003444075.1_KOMCKLKP_01768,hypothetical
>GCA_003444945.1_JLOLANMN_00482,putative
>GCA_003444945.1_JLOLANMN_00483,hypothetical
>GCA_003444945.1_JLOLANMN_00484,hypothetical
>GCA_003444945.1_JLOLANMN_00485,Alpha-ketoglutarate-dependent
>GCA_003444945.1_JLOLANMN_00486,hypothetical
>GCA_003444945.1_JLOLANMN_00487,hypothetical
>GCA_003444945.1_JLOLANMN_00488,hypothetical
>GCA_003448315.1_KGCPMFON_01309,Asparagine
>GCA_003448315.1_KGCPMFON_01310,Outer
>GCA_003448315.1_KGCPMFON_01311,hypothetical
>GCA_003448315.1_KGCPMFON_01312,Alpha-ketoglutarate-dependent
>GCA_003448315.1_KGCPMFON_01313,hypothetical
>GCA_003448315.1_KGCPMFON_01314,hypothetical
>GCA_003448315.1_KGCPMFON_01315,hypothetical
>GCA_003482525.1_CINNGCNI_02485,hypothetical
>GCA_003482525.1_CINNGCNI_02486,Protein
>GCA_003482525.1_CINNGCNI_02487,Crotonyl-CoA
>GCA_003482525.1_CINNGCNI_02488,Alpha-ketoglutarate-dependent
>GCA_003482525.1_CINNGCNI_02489,Peptide
>GCA_003482525.1_CINNGCNI_02490,hypothetical
>GCA_003482525.1_CINNGCNI_02491,hypothetical
>GCA_003483505.1_DENJMEFK_01062,Adenylylsulfate
>GCA_003483505.1_DENJMEFK_01063,hypothetical
>GCA_003483505.1_DENJMEFK_01064,Hydroxyacylglutathione
>GCA_003483505.1_DENJMEFK_01065,Alpha-ketoglutarate-dependent
>GCA_003483505.1_DENJMEFK_01066,Acetyl-coenzyme
>GCA_003483505.1_DENJMEFK_01067,Cold
>GCA_003483505.1_DENJMEFK_01068,hypothetical
>GCA_003483905.1_FNPKPNLL_00263,hypothetical
>GCA_003483905.1_FNPKPNLL_00264,hypothetical
>GCA_003483905.1_FNPKPNLL_00265,HTH-type
>GCA_003483905.1_FNPKPNLL_00266,Alpha-ketoglutarate-dependent
>GCA_003483905.1_FNPKPNLL_00267,hypothetical
>GCA_003483905.1_FNPKPNLL_00268,hypothetical
>GCA_003483905.1_FNPKPNLL_00269,hypothetical
>GCA_003488105.1_NMEEEBIC_03234,hypothetical
>GCA_003488105.1_NMEEEBIC_03235,hypothetical
>GCA_003488105.1_NMEEEBIC_03236,hypothetical
>GCA_003488105.1_NMEEEBIC_03237,Alpha-ketoglutarate-dependent
>GCA_003488105.1_NMEEEBIC_03238,hypothetical
>GCA_003488105.1_NMEEEBIC_03239,hypothetical
>GCA_003488105.1_NMEEEBIC_03240,3-oxoacyl-[acyl-carrier-protein]
>GCA_003506895.1_AGPBGBIL_00430,hypothetical
>GCA_003506895.1_AGPBGBIL_00431,hypothetical
>GCA_003506895.1_AGPBGBIL_00432,hypothetical
>GCA_003506895.1_AGPBGBIL_00433,Alpha-ketoglutarate-dependent
>GCA_003506895.1_AGPBGBIL_00434,Alpha-ketoglutarate-dependent
>GCA_003506895.1_AGPBGBIL_00435,Alpha-ketoglutarate-dependent
>GCA_003506895.1_AGPBGBIL_00436,Peptide
>GCA_003506895.1_AGPBGBIL_00437,23S
>GCA_003506895.1_AGPBGBIL_00438,ADP-ribose
>GCA_003506895.1_AGPBGBIL_00728,hypothetical
>GCA_003506895.1_AGPBGBIL_00729,hypothetical
>GCA_003506895.1_AGPBGBIL_00730,Formyl-CoA:oxalate
>GCA_003506895.1_AGPBGBIL_00731,Alpha-ketoglutarate-dependent
>GCA_003506895.1_AGPBGBIL_00732,hypothetical
>GCA_003506895.1_AGPBGBIL_00733,hypothetical
>GCA_003506895.1_AGPBGBIL_00734,hypothetical
>GCA_003506895.1_AGPBGBIL_01476,hypothetical
>GCA_003506895.1_AGPBGBIL_01477,hypothetical
>GCA_003506895.1_AGPBGBIL_01478,hypothetical
>GCA_003506895.1_AGPBGBIL_01479,Alpha-ketoglutarate-dependent
>GCA_003506895.1_AGPBGBIL_01480,hypothetical
>GCA_003506895.1_AGPBGBIL_01481,hypothetical
>GCA_003506895.1_AGPBGBIL_01482,L-allo-threonine
>GCA_003506895.1_AGPBGBIL_01590,Segregation
>GCA_003506895.1_AGPBGBIL_01591,Segregation
>GCA_003506895.1_AGPBGBIL_01592,hypothetical
>GCA_003506895.1_AGPBGBIL_01593,Alpha-ketoglutarate-dependent
>GCA_003506895.1_AGPBGBIL_01594,Leucine-,
>GCA_003506895.1_AGPBGBIL_01595,Putative
>GCA_003506895.1_AGPBGBIL_01596,Cytochrome
>GCA_003506895.1_AGPBGBIL_02290,Isocitrate
>GCA_003506895.1_AGPBGBIL_02291,hypothetical
>GCA_003506895.1_AGPBGBIL_02292,Acetolactate
>GCA_003506895.1_AGPBGBIL_02293,Alpha-ketoglutarate-dependent
>GCA_003506895.1_AGPBGBIL_02294,High-affinity
>GCA_003506895.1_AGPBGBIL_02295,Lipopolysaccharide
>GCA_003506895.1_AGPBGBIL_02296,hypothetical
>GCA_003507735.1_IJNOFCLL_00475,hypothetical
>GCA_003507735.1_IJNOFCLL_00476,hypothetical
>GCA_003507735.1_IJNOFCLL_00477,L-aspartate
>GCA_003507735.1_IJNOFCLL_00478,Alpha-ketoglutarate-dependent
>GCA_003507735.1_IJNOFCLL_00479,Phosphoenolpyruvate
>GCA_003507735.1_IJNOFCLL_00480,N-carbamoyl-L-amino-acid
>GCA_003507735.1_IJNOFCLL_00481,Pyruvate
>GCA_003569745.1_LILBCPID_01175,hypothetical
>GCA_003569745.1_LILBCPID_01176,hypothetical
>GCA_003569745.1_LILBCPID_01177,Mesaconyl-CoA
>GCA_003569745.1_LILBCPID_01178,Alpha-ketoglutarate-dependent
>GCA_003569745.1_LILBCPID_01179,hypothetical
>GCA_003569745.1_LILBCPID_01180,PEP-dependent
>GCA_003569745.1_LILBCPID_01181,PEP-dependent
>GCA_003574685.1_BBBJADHN_02493,Methylmalonyl-CoA
>GCA_003574685.1_BBBJADHN_02494,hypothetical
>GCA_003574685.1_BBBJADHN_02495,ATM1-type
>GCA_003574685.1_BBBJADHN_02496,Alpha-ketoglutarate-dependent
>GCA_003574685.1_BBBJADHN_02497,putative
>GCA_003574685.1_BBBJADHN_02498,hypothetical
>GCA_003574685.1_BBBJADHN_02499,50S
>GCA_003574685.1_BBBJADHN_04106,hypothetical
>GCA_003574685.1_BBBJADHN_04107,hypothetical
>GCA_003574685.1_BBBJADHN_04108,Riboflavin
>GCA_003574685.1_BBBJADHN_04109,Alpha-ketoglutarate-dependent
>GCA_003574685.1_BBBJADHN_04110,2-oxo-tetronate
>GCA_003574685.1_BBBJADHN_04111,L-threonate
>GCA_003574685.1_BBBJADHN_04112,Pyruvate
>GCA_003574685.1_BBBJADHN_04944,HTH-type
>GCA_003574685.1_BBBJADHN_04945,hypothetical
>GCA_003574685.1_BBBJADHN_04946,Tropinesterase
>GCA_003574685.1_BBBJADHN_04947,Alpha-ketoglutarate-dependent
>GCA_003574685.1_BBBJADHN_04948,putative
>GCA_003574685.1_BBBJADHN_04949,hypothetical
>GCA_003574685.1_BBBJADHN_04950,3-alpha-(or
>GCA_003574685.1_BBBJADHN_04964,GDP-L-fucose
>GCA_003574685.1_BBBJADHN_04965,Long-chain-fatty-acid--CoA
>GCA_003574685.1_BBBJADHN_04966,3-oxoacyl-[acyl-carrier-protein]
>GCA_003574685.1_BBBJADHN_04967,Alpha-ketoglutarate-dependent
>GCA_003574685.1_BBBJADHN_04968,hypothetical
>GCA_003574685.1_BBBJADHN_04969,Inorganic
>GCA_003574685.1_BBBJADHN_04970,hypothetical
>GCA_003576705.1_DMFCCFJN_00621,hypothetical
>GCA_003576705.1_DMFCCFJN_00622,hypothetical
>GCA_003576705.1_DMFCCFJN_00623,3-beta-hydroxycholanate
>GCA_003576705.1_DMFCCFJN_00624,Alpha-ketoglutarate-dependent
>GCA_003576705.1_DMFCCFJN_00625,hypothetical
>GCA_003576705.1_DMFCCFJN_00626,putative
>GCA_003576705.1_DMFCCFJN_00627,hypothetical
>GCA_003576705.1_DMFCCFJN_01127,hypothetical
>GCA_003576705.1_DMFCCFJN_01128,hypothetical
>GCA_003576705.1_DMFCCFJN_01129,3-oxoacyl-[acyl-carrier-protein]
>GCA_003576705.1_DMFCCFJN_01130,Alpha-ketoglutarate-dependent
>GCA_003576705.1_DMFCCFJN_01131,hypothetical
>GCA_003576705.1_DMFCCFJN_01132,3-oxoacyl-[acyl-carrier-protein]
>GCA_003576705.1_DMFCCFJN_01133,hypothetical
>GCA_003576705.1_DMFCCFJN_03577,Long-chain-fatty-acid--CoA
>GCA_003576705.1_DMFCCFJN_03578,putative
>GCA_003576705.1_DMFCCFJN_03579,hypothetical
>GCA_003576705.1_DMFCCFJN_03580,Alpha-ketoglutarate-dependent
>GCA_003576705.1_DMFCCFJN_03581,hypothetical
>GCA_003576705.1_DMFCCFJN_03582,hypothetical
>GCA_003576705.1_DMFCCFJN_03583,Sulfur
>GCA_003576705.1_DMFCCFJN_04065,hypothetical
>GCA_003576705.1_DMFCCFJN_04066,hypothetical
>GCA_003576705.1_DMFCCFJN_04067,Hexitol
>GCA_003576705.1_DMFCCFJN_04068,Alpha-ketoglutarate-dependent
>GCA_003576705.1_DMFCCFJN_04069,hypothetical
>GCA_003576705.1_DMFCCFJN_04070,hypothetical
>GCA_003576705.1_DMFCCFJN_04071,hypothetical
>GCA_003584015.1_JPGEBJBH_00442,Protein
>GCA_003584015.1_JPGEBJBH_00443,PEP-dependent
>GCA_003584015.1_JPGEBJBH_00444,PTS-dependent
>GCA_003584015.1_JPGEBJBH_00445,Alpha-ketoglutarate-dependent
>GCA_003584015.1_JPGEBJBH_00446,hypothetical
>GCA_003584015.1_JPGEBJBH_00447,hypothetical
>GCA_003584015.1_JPGEBJBH_00448,hypothetical
>GCA_003605195.1_PLFIIDFD_01124,hypothetical
>GCA_003605195.1_PLFIIDFD_01125,hypothetical
>GCA_003605195.1_PLFIIDFD_01126,hypothetical
>GCA_003605195.1_PLFIIDFD_01127,Alpha-ketoglutarate-dependent
>GCA_003605195.1_PLFIIDFD_01128,Endolytic
>GCA_003605195.1_PLFIIDFD_01129,PTS-dependent
>GCA_003605195.1_PLFIIDFD_01130,PEP-dependent
>GCA_003610805.1_CLOPCNJI_00786,Alanine
>GCA_003610805.1_CLOPCNJI_00787,hypothetical
>GCA_003610805.1_CLOPCNJI_00788,HTH-type
>GCA_003610805.1_CLOPCNJI_00790,Alpha-ketoglutarate-dependent
>GCA_003610805.1_CLOPCNJI_00791,hypothetical
>GCA_003610805.1_CLOPCNJI_00792,hypothetical
>GCA_003610805.1_CLOPCNJI_00793,hypothetical
>GCA_003635265.1_KGDLNFHH_02062,hypothetical
>GCA_003635265.1_KGDLNFHH_02063,hypothetical
>GCA_003635265.1_KGDLNFHH_02064,hypothetical
>GCA_003635265.1_KGDLNFHH_02065,Alpha-ketoglutarate-dependent
>GCA_003635265.1_KGDLNFHH_02066,hypothetical
>GCA_003635265.1_KGDLNFHH_02067,Stress
>GCA_003635265.1_KGDLNFHH_02068,2,2-dialkylglycine
>GCA_003671765.1_OACNHKGJ_04893,Lipopolysaccharide
>GCA_003671765.1_OACNHKGJ_04894,HTH-type
>GCA_003671765.1_OACNHKGJ_04895,hypothetical
>GCA_003671765.1_OACNHKGJ_04896,Alpha-ketoglutarate-dependent
>GCA_003671765.1_OACNHKGJ_04897,hypothetical
>GCA_003671765.1_OACNHKGJ_04898,hypothetical
>GCA_003671765.1_OACNHKGJ_04899,HTH-type
>GCA_003696265.1_DMBEIMLN_05782,Monomeric
>GCA_003696265.1_DMBEIMLN_05783,Release
>GCA_003696265.1_DMBEIMLN_05784,Pyrroline-5-carboxylate
>GCA_003696265.1_DMBEIMLN_05785,Alpha-ketoglutarate-dependent
>GCA_003696265.1_DMBEIMLN_05786,NAD-dependent
>GCA_003696265.1_DMBEIMLN_05787,O-succinylhomoserine
>GCA_003696265.1_DMBEIMLN_05788,Arginine--pyruvate
>GCA_003751345.1_BIJIABHI_00253,Putative
>GCA_003751345.1_BIJIABHI_00254,HTH-type
>GCA_003751345.1_BIJIABHI_00255,hypothetical
>GCA_003751345.1_BIJIABHI_00256,Alpha-ketoglutarate-dependent
>GCA_003751345.1_BIJIABHI_00257,FMN
>GCA_003751345.1_BIJIABHI_00258,putative
>GCA_003751345.1_BIJIABHI_00259,Inner
>GCA_003751345.1_BIJIABHI_01703,2-succinylbenzoate--CoA
>GCA_003751345.1_BIJIABHI_01704,2-hydroxypropyl-CoM
>GCA_003751345.1_BIJIABHI_01705,1,3-propanediol
>GCA_003751345.1_BIJIABHI_01706,Alpha-ketoglutarate-dependent
>GCA_003751345.1_BIJIABHI_01707,hypothetical
>GCA_003751345.1_BIJIABHI_01708,hypothetical
>GCA_003751345.1_BIJIABHI_01709,Alpha-ketoglutarate-dependent
>GCA_003751345.1_BIJIABHI_01710,Fumarate
>GCA_003751345.1_BIJIABHI_01711,hypothetical
>GCA_003751345.1_BIJIABHI_01712,Chaperone
>GCA_003751345.1_BIJIABHI_03946,C4-dicarboxylate
>GCA_003751345.1_BIJIABHI_03947,hypothetical
>GCA_003751345.1_BIJIABHI_03948,HTH-type
>GCA_003751345.1_BIJIABHI_03949,Alpha-ketoglutarate-dependent
>GCA_003751345.1_BIJIABHI_03950,hypothetical
>GCA_003751345.1_BIJIABHI_03951,hypothetical
>GCA_003751345.1_BIJIABHI_03952,Penicillin
>GCA_003818485.1_NMOIICKA_00078,hypothetical
>GCA_003818485.1_NMOIICKA_00079,2-(R)-hydroxypropyl-CoM
>GCA_003818485.1_NMOIICKA_00080,Histidinol-phosphate
>GCA_003818485.1_NMOIICKA_00081,Alpha-ketoglutarate-dependent
>GCA_003818485.1_NMOIICKA_00082,Acid
>GCA_003818485.1_NMOIICKA_00083,Alpha-maltose-1-phosphate
>GCA_003818485.1_NMOIICKA_00084,Regulatory
>GCA_003818485.1_NMOIICKA_01503,hypothetical
>GCA_003818485.1_NMOIICKA_01504,hypothetical
>GCA_003818485.1_NMOIICKA_01505,hypothetical
>GCA_003818485.1_NMOIICKA_01506,Alpha-ketoglutarate-dependent
>GCA_003818485.1_NMOIICKA_01507,Glutathione-regulated
>GCA_003818485.1_NMOIICKA_01508,hypothetical
>GCA_003818485.1_NMOIICKA_01509,hypothetical
>GCA_003818485.1_NMOIICKA_03403,3-hydroxyanthranilate
>GCA_003818485.1_NMOIICKA_03404,Putative
>GCA_003818485.1_NMOIICKA_03405,Ribonuclease
>GCA_003818485.1_NMOIICKA_03406,Alpha-ketoglutarate-dependent
>GCA_003818485.1_NMOIICKA_03407,hypothetical
>GCA_003818485.1_NMOIICKA_03408,Regulator
>GCA_003818485.1_NMOIICKA_03409,hypothetical
>GCA_003818485.1_NMOIICKA_03451,Nicotinate
>GCA_003818485.1_NMOIICKA_03452,Acetyl-CoA:oxalate
>GCA_003818485.1_NMOIICKA_03453,hypothetical
>GCA_003818485.1_NMOIICKA_03454,Alpha-ketoglutarate-dependent
>GCA_003818485.1_NMOIICKA_03455,hypothetical
>GCA_003818485.1_NMOIICKA_03456,hypothetical
>GCA_003818485.1_NMOIICKA_03457,Histidine
>GCA_003818495.1_NOBIHDOO_02603,Guanine
>GCA_003818495.1_NOBIHDOO_02604,hypothetical
>GCA_003818495.1_NOBIHDOO_02605,hypothetical
>GCA_003818495.1_NOBIHDOO_02606,Alpha-ketoglutarate-dependent
>GCA_003818495.1_NOBIHDOO_02607,hypothetical
>GCA_003818495.1_NOBIHDOO_02608,hypothetical
>GCA_003818495.1_NOBIHDOO_02609,hypothetical
>GCA_003818495.1_NOBIHDOO_04409,Cyclopentanol
>GCA_003818495.1_NOBIHDOO_04410,hypothetical
>GCA_003818495.1_NOBIHDOO_04411,hypothetical
